ND_ID	Category_1	Category_2	Category_3	Product_Name	grams_Pro_per_100g	grams_Fat_per_100g	grams_Cho_per_100g	Serving_Size	Date_Obtained	Control_Number	Manufacturer	Store	Package_Amount	Package_unit	Price_per_Package	Price_Per_Unit
ND00110	Baby_Foods	Baby_Meats	Stage_3	Gerber Graduates lil'sticks Meat Sticks with Canola Oil- packed in water (jar)	14.08	9.86	2.46	"1 jar, drained"	6/10/2014	4055515915	Gerber Products Company	PB 	71	ml_or_g	1.59	0.0224
ND00109	Baby_Foods	Baby_Meats	Stage_3	Gerber Graduates lil'sticks Turkey Sticks with Canola Oil - packed in water (jar)	12.68	8.45	3.52	"1 jar, drained"	6/10/2014	4057515915	Gerber Products Company	PB 	71	ml_or_g	1.59	0.0224
ND00115	Baby_Foods	Baby_Mixed_Dishes	Stage_2	"Beech-Nut Stage 2 Baby Food- Apple, Cinnamon & Granola (jar)"	0.00	0.00	14.58	1/4 cup	8/23/2014	10572151615	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00111	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Beechnut Stage 2 Baby Food-Classics Chicken Rice Dinner (jar)	1.77	0.88	7.96	1 jar (113 g)	6/15/2014	23395500932	Beech-Nut Nutrition Company	WM	113	ml_or_g	0.60	0.0053
ND00112	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Beechnut Stage 2 Baby Food-Classics Vegetables and Chicken (jar)	1.77	0.88	7.30	1 jar (113 g)	6/15/2014	0429543100e	Beech-Nut Nutrition Company	WM	113	ml_or_g	0.60	0.0053
ND00127	Baby_Foods	Baby_Mixed_Dishes	Stage_2	"Earth’s Best Stage 2 Baby Food-Peach, Oatmeal, and Banana (jar)"	1.77	0.88	14.16	1 jar	6/9/2014	/70H01134 JG 438	The Hain Celestial Group Inc	PB	113	ml_or_g	1.09	0.0096
ND00119	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Earth's Best Stage 2 Baby Food - Banana Apricot Mixed Grain (jar)	0.88	0.44	15.04	1 jar	9/17/2014	70812210 C1 21 1	The Hain Celestial Group Inc		113	ml_or_g		0.0000
ND00130	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Earth's Best Stage 2 Baby Food - Sweet Potato & Chicken Dinner (jar)	2.65	1.33	15.93	1 jar	9/17/2014	70H04044 JM 1617	The Hain Celestial Group Inc		113	ml_or_g		0.0000
ND00128	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Earth's Best Stage 2 Baby Food- Chicken & Brown Rice Dinner	2.65	2.21	10.62	1 jar (113 g)	6/9/2014	/70H01244 E6 0953	The Hain Celestial Group Inc	WM	113	ml_or_g	0.75	0.0066
ND00114	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Earth's Best Stage 2 Baby Food- Harvest Squash and Turkey	2.65	0.88	9.73	1 jar (113 g)	6/9/2014	/70H12212E70840	The Hain Celestial Group Inc	PB	113	ml_or_g	1.09	0.0096
ND00120	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Earth's Best Stage 2 Baby Food-Peas and Brown Rice (jar)	2.65	0.88	12.39	1 jar (113 g)	6/9/2014	/70H01084 IU 0911	The Hain Celestial Group Inc	PB	113	ml_or_g	1.09	0.0096
ND00134	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Earth's Best Stage 2 Baby Food-Prunes and Oatmeal (jar)	1.77	0.44	19.36	1 jar	6/9/2014	/70H09093 JF 1415	The Hain Celestial Group Inc	PB	113	ml_or_g	1.09	0.0096
ND00129	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Earth's Best Stage 2 Gourmet Meals Baby Food - Sweet Pea Turkey Wild Rice (jar)	4.42	1.33	10.29	1 jar	9/17/2014	70H01083 2I 2046	The Hain Celestial Group Inc		113	ml_or_g		0.0000
ND00121	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food- Apple  Berry with Mixed Cereal (plastic)	1.01	0.51	15.53	1 pack	8/23/2014	413B51592B	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00135	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food-Apples and Chicken (plastic)	1.01	3.03	14.90	1 pack	8/23/2014	329951591C US07359	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00131	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food-Chicken and Rice (plastic)	2.02	3.03	11.36	1 pack	8/23/2014	413751591C US07364	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00132	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food-Macaroni & Cheese with Vegetables (plastic)	2.02	3.03	12.12	1 pack	8/23/2014	417951591C US07329	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00122	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food-Nutritious Dinner Chicken Noodle (plastic)	2.02	2.53	9.97	1 pack (99 g)	6/9/2014	405851591C US07308 2B	Gerber Products Company	WM	198	ml_or_g	1.08	0.0055
ND00136	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food-Sweet Potatoes and Turkey (plastic)	2.02	3.03	13.89	1 pack (99 g)	6/9/2014	411751592C US 07360	Gerber Products Company	PB	198	ml_or_g	1.29	0.0065
ND00133	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food-Turkey and Rice (plastic)	3.03	2.53	11.49	1 pack (99 g)	6/9/2014	409651591C US 07328 2C	Gerber Products Company	PB	198	ml_or_g	1.29	0.0065
ND00116	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food-Vegetable Beef (plastic)	2.02	2.02	9.09	1 pack	8/23/2014	410351592C US07304	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00117	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Baby Food-Vegetable Chicken Dinner (plastic)	2.02	2.02	8.59	1 pack (99 g)	6/9/2014	407351591C US 07302 2A	Gerber Products Company	PB	198	ml_or_g	1.29	0.0065
ND00123	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Blended Fruits with Oatmeal (plastic)	1.01	0.51	15.53	1 pack (99g)	6/9/2014	411551591B US 07369 1B	Gerber Products Company	WM	198	ml_or_g	1.08	0.0055
ND00124	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Organic DHA--Harvest Vegetables with Mixed Grains (plastic)	1.01	0.51	15.53	1 pack (99 g)	6/9/2014	401451592C US 07376 2C	Gerber Products Company	PB	198	ml_or_g	1.50	0.0076
ND00137	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Organic Smart Nourish Pear Strawberry Granola (plastic)	1.01	0.51	20.58	1 pack (99g)	6/9/2014	402851592B US 07375 1C	Gerber Products Company	WM	198	ml_or_g	1.37	0.0069
ND00113	Baby_Foods	Baby_Mixed_Dishes	Stage_2	Gerber Second Foods Smart Nourish Baby Food- Organic Farmers Market Vegetables Blend with Mixed Grains (plastic)	1.01	0.51	10.48	1 pack (99 g)	6/15/2014	409251591C US 07390 2C	Gerber Products Company	WM	198	ml_or_g	1.37	0.0069
ND00118	Baby_Foods	Baby_Mixed_Dishes	Stage_2	"Plum Organics Organic Baby Food 2 - Plum, Berry, & Barley"	1.01	0.00	15.15	1 pouch	11/7/2014	6AT1415BC	"Nest Collective, Inc."	WG	99	ml_or_g	1.69	0.0171
ND00125	Baby_Foods	Baby_Mixed_Dishes	Stage_2	"Plum Organics Organic Baby Food 2- Sweet Potato, Mango & Millet"	1.01	0.00	16.67	1 pouch	11/2/2014	6AT14092A1	"Nest Collective, Inc."	PB	198	ml_or_g	1.00	0.0051
ND00126	Baby_Foods	Baby_Mixed_Dishes	Stage_2	"Plum Organics Organic Baby Food 2- Zucchini, Banana & Amaranth"	1.01	0.00	16.67	1 pouch	11/2/2014	6AT14092A1	"Nest Collective, Inc."	PB	198	ml_or_g	1.00	0.0051
ND00148	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Beech-Nut Classics Stage 3 Baby Food - Cinnamon Raisin Granola (jar)	0.59	0.59	18.24	1 jar	8/26/2014	26292381033	Beech-Nut Nutrition Company	SW	170	ml_or_g	0.68	0.0040
ND00151	Baby_Foods	Baby_Mixed_Dishes	Stage_3	"Beech-Nut Classics Stage 3 Baby Food-Oatmeal, Pears, and Cinnamon (jar)"	1.18	0.59	18.09	1 jar	8/26/2014	25292341315	Beech-Nut Nutrition Company	SW	170	ml_or_g	0.68	0.0040
ND00141	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Beechnut Stage 3 Baby Food - Classics Sweet Corn & Rice (jar)	2.35	0.88	14.12	1 jar	6/18/2014	21292361021	Beech-Nut Nutrition Company	SW	170	ml_or_g	0.68	0.0040
ND00142	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Earth’s Best Stage 3 Baby Food-Apple Cinnamon Oatmeal (jar)	1.76	0.88	14.12	1 jar (170 g)	6/9/2014	/70E02244 JR 0842	The Hain Celestial Group Inc	PB	170	ml_or_g	1.25	0.0074
ND00139	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Earth’s Best Stage 3 Baby Food-Vegetable Chicken Soup (jar)	2.35	1.47	9.04	1 jar	6/8/2014	23923 70039	The Hain Celestial Group Inc	PB	170	ml_or_g	1.25	0.0074
ND00143	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Earth's Best Stage 3 Baby Food-Spring Vegetables and Pasta (jar)	2.94	1.76	10.74	1 jar	6/8/2014	23923 70028	Hain Celestial Group Inc. 	PB	170	ml_or_g	1.25	0.0074
ND00144	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Nature Select Third Foods Baby Food-Mixed Vegetables and Chicken (jar)	2.35	2.06	11.76	1 jar	6/8/2014	US2602	Gerber Products Company	PB	170	ml_or_g	0.80	0.0047
ND00149	Baby_Foods	Baby_Mixed_Dishes	Stage_3	"Gerber Nature Select Third Foods Baby Food-Turkey, Rice, and Vegetables (jar)"	2.35	2.06	12.13	1 jar	6/18/2014	4072515912 US2628	Gerber Products Company	SW	170	ml_or_g	0.72	0.0042
ND00138	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Third Foods Baby Food-Herbed Chicken with Pasta Dinner (jar)	2.35	1.18	8.24	1 jar	6/18/2014	1114515922 US2695	Gerber Products Company	SW	170	ml_or_g	0.72	0.0042
ND00152	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Third Foods Baby Food-Lasagna with Meat Sauce Dinner (jar)	2.94	2.35	13.82	1 jar	8/23/2014	4167515922 US2629	Gerber Products Company	WD	170	ml_or_g	0.79	0.0046
ND00153	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Third Foods Baby Food-Spaghetti in Tomato Sauce with Beef Dinner (jar)	2.94	2.35	18.24	1 jar	8/23/2014	4167515917 US2620	Gerber Products Company	WD	170	ml_or_g	0.79	0.0046
ND00140	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Third Foods Nature Select Baby Food - Apples and Bananas with Mixed Cereal (jar)	1.18	0.59	14.71	1 jar	6/8/2014	15000 026668	Gerber Products Company	PB	170	ml_or_g	0.80	0.0047
ND00145	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Third Foods Nature Select Baby Food-Apples and Cinnamon with Oatmeal (jar)	1.18	0.59	15.15	1 jar	6/18/2014	09APR2016 2024	Gerber Products Company	SW	170	ml_or_g	0.72	0.0042
ND00146	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Third Foods Nature Select Baby Food-Chicken Noodle Dinner (jar)	2.35	2.06	10.66	1 jar	6/18/2014	4078815922 US2608	Gerber Products Company	SW	170	ml_or_g	0.72	0.0042
ND00150	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Third Foods Nature Select Baby Food-Mixed Vegetables and Beef Dinner (jar)	2.35	2.35	11.47	1 jar	6/8/2014	15000 02604	Gerber Products Company	PB	170	ml_or_g	0.80	0.0047
ND00147	Baby_Foods	Baby_Mixed_Dishes	Stage_3	Gerber Third Foods Nature Select Baby Food-Mixed Vegetables and Turkey Dinner (jar)	2.35	2.06	10.66	1 jar	6/8/2014	15000 02607	Gerber Products Company	PB	170	ml_or_g	0.80	0.0047
ND00157	Baby_Foods	Baby_Vegetables	Stage_1	Beech-Nut Stage 1 Baby Food- Just Butternut Squash (jar)	0.00	0.00	10.42	1/4 cup	8/23/2014	25571050920	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00158	Baby_Foods	Baby_Vegetables	Stage_1	Beechnut Stage 1 Baby Food- Just Carrots (jar)	0.00	0.00	10.42	1 jar	6/18/2014	52200 07103	Beech-Nut Nutrition Company	SW	120	ml_or_g	0.98	0.0082
ND00164	Baby_Foods	Baby_Vegetables	Stage_1	Beechnut Stage 1 Baby Food- Just Sweet Potatoes (jar)	1.67	0.00	23.33	1/4 cup	6/18/2014	52200 07102	Beech-Nut Nutrition Company	SW	120	ml_or_g	0.98	0.0082
ND00161	Baby_Foods	Baby_Vegetables	Stage_1	Earth’s Best Stage 1 Baby Food- Peas (jar)	2.82	0.00	9.51	1 jar	6/8/2014	23923 20001	Hain Celestial Group Inc. 	PB	71	ml_or_g	0.73	0.0103
ND00163	Baby_Foods	Baby_Vegetables	Stage_1	Earth’s Best Stage 1 Baby Food- Sweet Potatoes (jar)	1.41	0.00	19.72	1 jar	6/8/2014	23923 20003	Hain Celestial Group Inc. 	PB	71	ml_or_g	0.73	0.0103
ND00154	Baby_Foods	Baby_Vegetables	Stage_1	Earth’s Best Stage 1 Baby Food-Carrots (jar)	0.00	0.00	8.80	1 jar	6/8/2014	23923 20002	Hain Celestial Group Inc. 	PB	71	ml_or_g	0.73	0.0103
ND00159	Baby_Foods	Baby_Vegetables	Stage_1	Gerber First Foods All Natural Baby Food - Peas (plastic)	1.41	0.00	9.15	1 pack	1/3/2014	02155157K1 08:68	Gerber Products Company	WD	71	ml_or_g	1.00	0.0141
ND00155	Baby_Foods	Baby_Vegetables	Stage_1	Gerber First Foods Baby Food-Green Beans (plastic)	1.41	0.00	7.39	1 pack	6/8/2014	15000 07112	Gerber Products Company	PB	142	ml_or_g	0.95	0.0067
ND00160	Baby_Foods	Baby_Vegetables	Stage_1	Gerber First Foods Baby Food-Organic Carrots (plastic)	0.00	0.00	10.56	1 pack	6/18/2014	15000 12606	Gerber Products Company	PB	71	ml_or_g	1.28	0.0180
ND00156	Baby_Foods	Baby_Vegetables	Stage_1	Gerber First Foods Baby Food-Squash (plastic)	0.00	0.00	8.80	1 pack	6/8/2014	15000 07117	Gerber Products Company	PB	142	ml_or_g	0.95	0.0067
ND00162	Baby_Foods	Baby_Vegetables	Stage_1	Gerber First Foods Baby Food-Sweet Potatoes (plastic)	1.41	0.00	16.20	1 pack	6/8/2014	15000 07118	Gerber Products Company	PB	142	ml_or_g	0.95	0.0067
ND00165	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Classics Stage 2 Baby Food - Sweet Carrots (jar)	0.00	0.00	6.64	1 jar	5/24/2015	527142	Beech-Nut Nutrition Company	PB	113	g	0.61	0.0054
ND00188	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Classics Stage 2 Baby Food - Sweet Corn Casserole (jar)	1.77	0.88	13.27	1 jar	8/23/2014	17295940745	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00198	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Corn & Sweet Potato (jar)	1.77	0.44	19.36	1 jar	8/23/2014	24395760845	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00176	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Garden Vegetable (jar)	1.77	0.00	8.85	1 jar	8/23/2014	18398261059	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00166	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Green Beans (jar)	0.88	0.00	5.75	1 jar	5/24/2015	15397151321	Beech-Nut Nutrition Company	PB	113	g	0.61	0.0054
ND00167	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Mixed Vegetables (jar)	0.88	0.00	6.86	1 jar	8/23/2014	28398271224	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00168	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Squash (jar)	0.88	0.00	6.86	1 jar	8/23/2014	28397121243	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00193	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Classics Stage 2 Baby Food Sweet Potatoes (jar)	0.88	0.00	16.81	1 jar	5/24/2015	1867161041	Beech-Nut Nutrition Company	PB	113	g	0.61	0.0054
ND00180	Baby_Foods	Baby_Vegetables	Stage_2	"Beech-Nut Goya Stage 2 Baby Food - Vegetable Medley (Sweet Potato, Carrot, Squash) (jar)"	0.88	0.00	10.18	1 jar	8/26/2014	12399351139	Beech-Nut Nutrition Company	PB	113	ml_or_g	0.59	0.0052
ND00181	Baby_Foods	Baby_Vegetables	Stage_2	Beech-Nut Stage 2 Baby Food - Sweet Peas (jar)	2.65	0.00	8.85	1 jar	8/23/2014	35716A1155	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00187	Baby_Foods	Baby_Vegetables	Stage_2	"Beech-Nut Stage 2 Baby Food- Beets, Pear & Pomegranate (jar)"	0.00	0.00	14.58	1/4 cup	5/24/2015	26572051012	Beech-Nut Nutrition Company	PB	120	g	1.09	0.0091
ND00183	Baby_Foods	Baby_Vegetables	Stage_2	"Beech-Nut Stage 2 Baby Food- Just Carrot, Corn & Pumpkin (jar)"	0.00	0.00	12.50	1/4 cup	5/24/2015	13572180903	Beech-Nut Nutrition Company	PB	120	g	1.09	0.0091
ND00169	Baby_Foods	Baby_Vegetables	Stage_2	"Beech-Nut Stage 2 Baby Food- Just Spinach, Zucchini & Peas (jar)"	1.67	0.00	6.67	1/4 cup	5/24/2015	11572191601	Beech-Nut Nutrition Company	PB	120	g	1.09	0.0091
ND00190	Baby_Foods	Baby_Vegetables	Stage_2	"Beech-Nut Stage 2 Baby Food- Sweet Potato, Orange & Pineapple (jar)"	0.00	0.00	18.33	1/4 cup	8/23/2014	20574021254	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00172	Baby_Foods	Baby_Vegetables	Stage_2	Earth’s Best Stage 2 Baby Food-Carrots (jar)	0.88	0.00	7.96	1 jar	6/8/2014	23923 30030	Hain Celestial Group Inc. 	PB	113	ml_or_g	1.09	0.0096
ND00189	Baby_Foods	Baby_Vegetables	Stage_2	Earth’s Best Stage 2 Baby Food-Corn and Butternut Squash (jar)	0.88	0.44	13.61	1 jar	8/26/2014	/70G05153IZ0914	Hain Celestial Group Inc. 	PB	113	ml_or_g	1.09	0.0096
ND00196	Baby_Foods	Baby_Vegetables	Stage_2	Earth’s Best Stage 2 Baby Food-Sweet Potatoes (jar)	1.77	0.00	18.14	1 jar	8/26/2014	/70H03144 IS 0652	Hain Celestial Group Inc. 	PB	113	ml_or_g	1.09	0.0096
ND00173	Baby_Foods	Baby_Vegetables	Stage_2	Earth’s Best Stage 2 Baby Food-Winter Squash (jar)	0.88	0.00	7.96	1 jar	8/26/2014	/70H11223 IY 1554	Hain Celestial Group Inc. 	PB	113	ml_or_g	1.09	0.0096
ND00194	Baby_Foods	Baby_Vegetables	Stage_2	Earth's Best Stage 2 Baby Food-Sweet Potato Apricot (jar)	0.88	0.00	16.81	1 jar	8/26/2014	/70H11273 2R0803	Hain Celestial Group Inc. 	PB	113	ml_or_g	1.09	0.0096
ND00178	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Garden Vegetables (plastic)	2.02	0.00	8.08	1 pack	6/29/2014	411451592B	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00174	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Green Beans (jar)	0.88	0.00	7.96	1 jar	8/23/2014	4149515911 US412	Gerber Products Company	WD	113	ml_or_g	0.69	0.0061
ND00170	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Green Beans (plastic)	1.01	0.00	7.83	1 pack	6/29/2014	41145157K2	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00184	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Mixed Vegetables (plastic)	1.01	0.00	11.62	1 pack	6/29/2014	412451592B	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00182	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Peas (jar)	1.77	0.00	9.29	1 jar	8/23/2014	4093515921 US416	Gerber Products Company	WD	113	ml_or_g	0.69	0.0061
ND00175	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Squash (jar)	0.88	0.00	7.96	1 jar	6/29/2014	4065515911	Gerber Products Company	SW	113	ml_or_g	0.63	0.0056
ND00171	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Squash (plastic)	1.01	0.00	7.83	1 pack	8/23/2014	41653515732	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00191	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Sweet Potatoes & Corn (plastic)	1.01	0.00	16.67	1 pack	6/29/2014	4128515920	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00195	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Sweet Potatoes (jar)	0.88	0.00	16.81	1 jar	6/29/2014	4094515921	Gerber Products Company	SW	113	ml_or_g	0.63	0.0056
ND00192	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods All Natural Baby Food-Sweet Potatoes (plastic)	1.01	0.00	16.67	1 pack	8/23/2014	416331592C	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00177	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods Baby Food-Carrots (jar)	0.88	0.00	9.07	1 jar	6/8/2014	154110	Gerber Products Company	PB	113	ml_or_g	0.63	0.0056
ND00179	Baby_Foods	Baby_Vegetables	Stage_2	Gerber Second Foods Baby Food-Carrots (plastic)	1.01	0.00	9.09	1 pack	6/18/2014	406151591B US07311	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00185	Baby_Foods	Baby_Vegetables	Stage_2	Plum Organics Organic Baby Food 2 - Broccoli & Apple	0.88	0.00	14.16	1 pack	9/22/2014	SM GS 13:40 EST 40	"Nest Collective, Inc."	WD	113	ml_or_g	1.69	0.0150
ND00199	Baby_Foods	Baby_Vegetables	Stage_2	Plum Organics Organic Baby Food 2 - Pumpkin & Banana	0.88	0.00	21.24	1 pack	9/22/2014	AQ S22 12:22	"Nest Collective, Inc."	WD	113	ml_or_g	1.69	0.0150
ND00186	Baby_Foods	Baby_Vegetables	Stage_2	"Plum Organics Organic Baby Food 2 - Spinach, Peas & Pears"	1.77	0.00	12.39	1 pack	9/15/2014	0814X04 J2	"Nest Collective, Inc."	WD	113	ml_or_g	1.69	0.0150
ND00197	Baby_Foods	Baby_Vegetables	Stage_2	"Plum Organics Organic Baby Food 2 - Sweet Potato, Corn & Apples"	1.77	0.00	19.47	1 pack	9/16/2014	6AT14004B	"Nest Collective, Inc."	TG	113	ml_or_g	0.97	0.0086
ND00201	Baby_Foods	Baby_Vegetables	Stage_3	"Beech-Nut Stage 3 Baby Food- Carrot, Broccoli & Strawberry (jar)"	0.00	0.00	10.42	1 jar	8/23/2014	21573041842	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00204	Baby_Foods	Baby_Vegetables	Stage_3	"Beech-Nut Stage 3 Baby Food- Just Sweet Potato, Squash & Peas (jar)"	0.83	0.00	20.00	1 jar	8/23/2014	11573011609	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00203	Baby_Foods	Baby_Vegetables	Stage_3	Gerber All Natural Third Foods Baby Food-Sweet Potatoes (jar)	1.18	0.00	15.00	1 jar	8/26/2014	4113515922 US2618	Gerber Products Company	PB	170	ml_or_g	0.79	0.0046
ND00200	Baby_Foods	Baby_Vegetables	Stage_3	Gerber Third Foods All Natural Baby Food- Squash (jar)	0.59	0.29	7.57	1 jar	8/23/2014	4136515912	Gerber Products Company	WD	170	ml_or_g	0.79	0.0046
ND00202	Baby_Foods	Baby_Vegetables	Stage_3	Gerber Third Foods Baby Food-Broccoli and Carrots with Cheese (jar)	1.76	0.88	8.24	1 jar	8/26/2014	4170515922 US2625	Gerber Products Company	PB	170	ml_or_g	0.79	0.0046
ND00205	Beverages	Coffee	Null	"Coffee, brewed from grounds, prepared with tap water"	0.12	0.02	0.09	1 cup=8 fl oz=237 g	7/3/2013	14209	USDA	I		ml_or_g	7.98	
ND00206	Beverages	Flavored_Water	Null	Aquafina FlavorSplash Liquid Water Enhancer- World Peach 	0.00	0.00	0.00	1/2 tsp	11/23/2014	2212JAO52244	"Pepsico, Inc."	PB	48	ml_or_g	3.29	0.0685
ND00207	Beverages	Flavored_Water	Null	Fruit2O Natural - Grape	0.00	0.00	0.00	1 bottle	11/23/2014	KGK05225C	"Sunny Delight Beverages, Co."	PB	2830	ml_or_g	3.79	0.0013
ND00208	Beverages	Flavored_Water	Null	Fruit2O Natural - Raspberry	0.00	0.00	0.00	1 bottle	11/23/2014	KGK05235C	"Sunny Delight Beverages, Co."	PB	2830	ml_or_g	3.79	0.0013
ND00209	Beverages	Flavored_Water	Null	Fruit2O Natural - Strawberry	0.00	0.00	0.00	1 bottle	10/30/2014	KGK05225C	"Sunny Delight Beverages, Co."	WD	3000	ml_or_g	3.79	0.0013
ND00220	Beverages	Flavored_Water	Null	MiO Energy Liquid Water Enhancer - Black Cherry	0.00	0.00	0.00	1/2 tsp	6/15/2014	XAW 4114  12 1 10:10	"Kraft Foods Group, Inc."	PB	48	ml_or_g	3.79	0.0790
ND00219	Beverages	Flavored_Water	Null	MiO Energy Liquid Water Enhancer - Green Thunder	0.00	0.00	0.00	1/2 tsp	6/15/2014	XAW 4056 12 1 14:14	"Kraft Foods Group, Inc."	PB	48	ml_or_g	3.79	0.0790
ND00218	Beverages	Flavored_Water	Null	MiO Fit Liquid Water Enhancer - Artic Grape	0.00	0.00	0.00	1/2 tsp	6/15/2014	XAW 3303 11 1 08:16	"Kraft Foods Group, Inc."	PB	48	ml_or_g	3.79	0.0790
ND00217	Beverages	Flavored_Water	Null	MiO Liquid Water Enhancer - Berry Pomegranate	0.00	0.00	0.00	1/2 tsp	6/15/2014	XAW 4113 12 1 09:47	"Kraft Foods Group, Inc."	PB	48	ml_or_g	3.79	0.0790
ND00216	Beverages	Flavored_Water	Null	MiO Liquid Water Enhancer - Fruit Punch	0.00	0.00	0.00	1/2 tsp	6/15/2014	XAW 4069 12 1 14:30	"Kraft Foods Group, Inc."	PB	48	ml_or_g	3.79	0.0790
ND00215	Beverages	Flavored_Water	Null	MiO Liquid Water Enhancer - Lemonade	0.00	0.00	0.00	1/2 tsp	6/15/2014	XAW 4100 12 1 19:22	"Kraft Foods Group, Inc."	PB	48	ml_or_g	3.79	0.0790
